5840.000000 0.585403 0.001000 0.007500
5840.007500 0.741251 0.001000 0.007500
5840.015000 0.859632 0.001000 0.007500
5840.022500 0.934493 0.001000 0.007500
5840.030000 0.973904 0.001000 0.007500
5840.037500 0.991177 0.001000 0.007500
5840.045000 0.997479 0.001000 0.007500
5840.052500 0.999394 0.001000 0.007500
5840.060000 0.999878 0.001000 0.007500
5840.067500 0.999980 0.001000 0.007500
5840.075000 0.999997 0.001000 0.007500
5840.082500 1.000000 0.001000 0.007500
5840.090000 1.000000 0.001000 0.007500
5840.097500 1.000000 0.001000 0.007500
5840.105000 1.000000 0.001000 0.007500
5840.112500 1.000000 0.001000 0.007500
5840.120000 1.000000 0.001000 0.007500
5840.127500 1.000000 0.001000 0.007500
5840.135000 1.000000 0.001000 0.007500
5840.142500 1.000000 0.001000 0.007500
5840.150000 1.000000 0.001000 0.007500
5840.157500 1.000000 0.001000 0.007500
5840.165000 1.000000 0.001000 0.007500
5840.172500 1.000000 0.001000 0.007500
5840.180000 1.000000 0.001000 0.007500
5840.187500 1.000000 0.001000 0.007500
5840.195000 1.000000 0.001000 0.007500
5840.202500 1.000000 0.001000 0.007500
5840.210000 1.000000 0.001000 0.007500
5840.217500 1.000000 0.001000 0.007500
5840.225000 1.000000 0.001000 0.007500
5840.232500 1.000000 0.001000 0.007500
5840.240000 1.000000 0.001000 0.007500
5840.247500 1.000000 0.001000 0.007500
5840.255000 1.000000 0.001000 0.007500
5840.262500 1.000000 0.001000 0.007500
5840.270000 1.000000 0.001000 0.007500
5840.277500 1.000000 0.001000 0.007500
5840.285000 1.000000 0.001000 0.007500
5840.292500 1.000000 0.001000 0.007500
5840.300000 1.000000 0.001000 0.007500
5840.307500 1.000000 0.001000 0.007500
5840.315000 1.000000 0.001000 0.007500
5840.322500 1.000000 0.001000 0.007500
5840.330000 1.000000 0.001000 0.007500
5840.337500 1.000000 0.001000 0.007500
5840.345000 1.000000 0.001000 0.007500
5840.352500 1.000000 0.001000 0.007500
5840.360000 1.000000 0.001000 0.007500
5840.367500 1.000000 0.001000 0.007500
5840.375000 1.000000 0.001000 0.007500
5840.382500 1.000000 0.001000 0.007500
5840.390000 1.000000 0.001000 0.007500
5840.397500 1.000000 0.001000 0.007500
5840.405000 1.000000 0.001000 0.007500
5840.412500 1.000000 0.001000 0.007500
5840.420000 1.000000 0.001000 0.007500
5840.427500 1.000000 0.001000 0.007500
5840.435000 1.000000 0.001000 0.007500
5840.442500 1.000000 0.001000 0.007500
5840.450000 1.000000 0.001000 0.007500
5840.457500 1.000000 0.001000 0.007500
5840.465000 1.000000 0.001000 0.007500
